province,trueName
"辽宁省","辽宁省抚顺市望花区和平街道雷锋社区党委书记－吴振华－全国优秀党务工作者、全国优秀城乡社区工作者、全国三八红旗手"
"辽宁省","辽宁省沈阳市大东区津桥街道铁岭社区党委书记－孔艳－全国抗击新冠肺炎疫情先进个人"
"辽宁省","辽宁省沈阳市和平区南湖街道文安路社区党委第一书记－胡静琴－全国优秀党务工作者"
"吉林省","吉林省吉林市昌邑区文庙街道天胜社区党委书记、居委会主任－樊晨－全国优秀共产党员"
"吉林省","吉林省吉林市丰满区红旗街道田园社区党委书记、居委会主任－薛晓婉－全国抗击新冠肺炎疫情先进个人"
"吉林省","吉林省通化市二道江区东通化街道绿园社区党总支书记、居委会主任－刘芷君－全国优秀城乡社区工作者"
"黑龙江省","黑龙江省伊春市伊美区南郡街道奋斗社区党支部书记、居委会主任－吴成志－全国优秀城乡社区工作者"
"黑龙江省","黑龙江省大庆市让胡路区创业城街道创业八社区党支部书记、居委会主任－崔秀楠－全国优秀城乡社区工作者、全国三八红旗手"
"上海市","上海市虹口区嘉兴路街道瑞一居民区党总支书记－华磊－全国最美城乡社区工作者"
"上海市","上海市青浦区盈浦街道万寿社区党总支副书记、居委会主任－王钰－爱国拥军模范"
"上海市","上海市闵行区虹桥镇西郊居民区党总支书记－高君锋－全国优秀城乡社区工作者"
"上海市","上海市普陀区桃浦镇社区党委副书记－杨兆顺－全国优秀党务工作者"
"上海市","上海市长宁区虹桥街道虹储居民区居委会党总支书记、萍聚工作室党支部书记－朱国萍－第十一、十二、十三届全国人大代表"
"上海市","上海市闵行区莘庄镇康城社区党委专职副书记－张军萍－党的二十大代表、第十四届全国政协委员"
"上海市","3上海市长宁区虹桥街道古北荣华第四居民区党总支书记－盛弘－全国先进工作者、全国优秀党务工作者"
"上海市","上海市长宁区江苏路街道岐山社区党总支书记、居委会主任－朱卫红－全国优秀城乡社区工作者"
"上海市","上海市浦东新区宣桥镇艺泰安邦第一居民区党总支书记－陈凤英－全国先进工作者"
"上海市","上海市金山区石化街道东礁二居委会主任－何晓英－全国优秀城乡社区工作者"
"上海市","上海市普陀区长寿路街道普雄路居民区党总支书记、居委会主任－张婧－全国优秀城乡社区工作者"
"上海市","上海市杨浦区江浦路街道五环居民区党总支书记、居委会主任－虞净－全国优秀城乡社区工作者"
"上海市","上海市青浦区夏阳街道章浜居民区党总支书记、居委会主任－顾婕－全国优秀城乡社区工作者"
